name,attributes,image,rarity score,token id,rank
Bobblehead #5421,"[{'value': 'Shiba', 'trait_type': 'Race'}, {'value': 'Teal Blue', 'trait_type': 'Background'}, {'value': 'Fishing Rod', 'trait_type': 'Left Item'}, {'value': 'Toy Gun', 'trait_type': 'Right Item'}, {'value': 'T-Shirt', 'trait_type': 'Top'}, {'value': 'Shorts', 'trait_type': 'Bottoms'}, {'value': 'Orange', 'trait_type': 'Puck'}, {'value': 'Wide Open', 'trait_type': 'Eyes'}, {'value': 'Third Eye', 'trait_type': 'Eye Accessory'}, {'value': 'Tongue Out', 'trait_type': 'Mouth'}, {'value': 'Baseball Cap', 'trait_type': 'Hat'}, {'value': 'Gold Stud', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmYUQuFhA96mmRwSjX6UbmkUamQFpjEg3AoAPeHbArU3UW,203.443166433227,5421,417
Bobblehead #4884,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Teal Blue', 'trait_type': 'Background'}, {'value': 'Glass of Scotch', 'trait_type': 'Left Item'}, {'value': 'Surfboard', 'trait_type': 'Right Item'}, {'value': 'Vest', 'trait_type': 'Top'}, {'value': 'Jeans', 'trait_type': 'Bottoms'}, {'value': 'Red', 'trait_type': 'Puck'}, {'value': 'Dizzy', 'trait_type': 'Eyes'}, {'value': 'Sunglasses', 'trait_type': 'Eye Accessory'}, {'value': 'Toothy Smirk', 'trait_type': 'Mouth'}, {'value': 'Bowtie', 'trait_type': 'Neck Accessory'}, {'value': 'Bed Hair', 'trait_type': 'Hair'}, {'value': 'Bandana', 'trait_type': 'Hat'}, {'value': 'Diamond Stud', 'trait_type': 'Ear Accessory'}]",https://incepthink.mypinata.cloud/ipfs/QmRTqyWPyYSUwmXpukcvQJ4CuzbJwbMvzuvHfvJ1zMjKtj,203.40517656434113,4884,418
Bobblehead #3909,"[{'value': 'Cat', 'trait_type': 'Race'}, {'value': 'Psychedelic Realm', 'trait_type': 'Background'}, {'value': 'White Flag', 'trait_type': 'Left Item'}, {'value': 'Torch', 'trait_type': 'Right Item'}, {'value': 'Longsleeve Shirt', 'trait_type': 'Top'}, {'value': 'Dress Pants', 'trait_type': 'Bottoms'}, {'value': 'Pile of Bones', 'trait_type': 'Puck'}, {'value': 'Closed', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Smile', 'trait_type': 'Mouth'}, {'value': 'Baseball Cap', 'trait_type': 'Hat'}, {'value': 'Diamond Stud', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmbmBn1EjCw6i6pHMaLfwUVPG42xCpaMCLJeJmedNJPFeC,203.30504691819877,3909,419
Bobblehead #4644,"[{'value': 'Horse', 'trait_type': 'Race'}, {'value': 'Party', 'trait_type': 'Background'}, {'value': 'Pocket Watch', 'trait_type': 'Left Item'}, {'value': 'Sparkler', 'trait_type': 'Right Item'}, {'value': 'Astronaut Suit', 'trait_type': 'Top'}, {'value': 'Astronaut Suit', 'trait_type': 'Bottoms'}, {'value': 'Gray', 'trait_type': 'Puck'}, {'value': 'Wide Open', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Neutral', 'trait_type': 'Mouth'}, {'value': 'Flower Garland', 'trait_type': 'Neck Accessory'}, {'value': 'Diamond Stud', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Hat', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmdUr99QeH1ENiU5kJ5DqvfTXrujkqxemUsEMKzigRjQDn,203.11377956980368,4644,420
Bobblehead #5638,"[{'value': 'Ape', 'trait_type': 'Race'}, {'value': 'Purple', 'trait_type': 'Background'}, {'value': 'Trident', 'trait_type': 'Left Item'}, {'value': 'Spock', 'trait_type': 'Right Item'}, {'value': 'Jacket', 'trait_type': 'Top'}, {'value': 'Shorts', 'trait_type': 'Bottoms'}, {'value': 'Black', 'trait_type': 'Puck'}, {'value': 'K.O', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Gold Tooth', 'trait_type': 'Mouth'}, {'value': 'Helicopter', 'trait_type': 'Hat'}, {'value': 'Silver Hoop', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmWVwMZiPrFpvTQretzaV2SD7HqjAUCmaX3xzb7h2Zs32x,203.05871013278346,5638,421
Bobblehead #4313,"[{'value': 'Cat', 'trait_type': 'Race'}, {'value': 'Cold Pink', 'trait_type': 'Background'}, {'value': 'Pocket Watch', 'trait_type': 'Left Item'}, {'value': 'Potted Plant', 'trait_type': 'Right Item'}, {'value': 'Astronaut Suit', 'trait_type': 'Top'}, {'value': 'Astronaut Suit', 'trait_type': 'Bottoms'}, {'value': 'Gray', 'trait_type': 'Puck'}, {'value': 'Wink', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Tongue Out', 'trait_type': 'Mouth'}, {'value': 'Horns', 'trait_type': 'Hat'}, {'value': 'Diamond Stud', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmTP6jSynvKVtxhSV9z9exf1o19nBjojdvLMGteC8sc2me,202.98415876038436,4313,422
Bobblehead #2413,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Dark Green', 'trait_type': 'Background'}, {'value': 'White Flag', 'trait_type': 'Left Item'}, {'value': 'Dog on a Leash', 'trait_type': 'Right Item'}, {'value': 'Santa Suit', 'trait_type': 'Top'}, {'value': 'Santa Suit', 'trait_type': 'Bottoms'}, {'value': 'Yellow', 'trait_type': 'Puck'}, {'value': 'Closed', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Gold Tooth', 'trait_type': 'Mouth'}, {'value': 'Bald', 'trait_type': 'Hair'}, {'value': 'Baseball Cap', 'trait_type': 'Hat'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Ear Accessory', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmY5F4MD8BLaqAGR1RS58m3gLGTXJ5hXoPUzY5xTmAn2Gx,202.92682808580003,2413,423
Bobblehead #4355,"[{'value': 'Shiba', 'trait_type': 'Race'}, {'value': 'Cold Pink', 'trait_type': 'Background'}, {'value': 'Menorah', 'trait_type': 'Left Item'}, {'value': 'Glass of Scotch', 'trait_type': 'Right Item'}, {'value': 'Football Jersey', 'trait_type': 'Top'}, {'value': 'Briefs', 'trait_type': 'Bottoms'}, {'value': 'Volcanic Isle', 'trait_type': 'Puck'}, {'value': 'K.O', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Tongue Out', 'trait_type': 'Mouth'}, {'value': 'Flower Garland', 'trait_type': 'Neck Accessory'}, {'value': 'Helicopter', 'trait_type': 'Hat'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/Qme285oPjBH1sCXgs49gkLiy7EdgscEt63Meq846VxxvN4,202.86598348478603,4355,424
Bobblehead #5844,"[{'value': 'Shiba', 'trait_type': 'Race'}, {'value': 'Party', 'trait_type': 'Background'}, {'value': 'Dog on a Leash', 'trait_type': 'Left Item'}, {'value': 'Crystal Ball', 'trait_type': 'Right Item'}, {'value': 'Santa Suit', 'trait_type': 'Top'}, {'value': 'Camo Pants', 'trait_type': 'Bottoms'}, {'value': 'Gray', 'trait_type': 'Puck'}, {'value': 'Closed', 'trait_type': 'Eyes'}, {'value': 'Sunglasses', 'trait_type': 'Eye Accessory'}, {'value': 'Tongue Out', 'trait_type': 'Mouth'}, {'value': 'Fantom Chain', 'trait_type': 'Neck Accessory'}, {'value': 'Horns', 'trait_type': 'Hat'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmR1YQXPV9t1tFoU5ZvAzV2srFeEvYvpf5fSnouyCd4df5,202.85721809731513,5844,425
Bobblehead #6706,"[{'value': 'Bull', 'trait_type': 'Race'}, {'value': 'Sky Blue', 'trait_type': 'Background'}, {'value': 'Glass of Scotch', 'trait_type': 'Left Item'}, {'value': 'Potted Plant', 'trait_type': 'Right Item'}, {'value': 'Santa Suit', 'trait_type': 'Top'}, {'value': 'Jeans', 'trait_type': 'Bottoms'}, {'value': 'Black', 'trait_type': 'Puck'}, {'value': 'Closed', 'trait_type': 'Eyes'}, {'value': 'Monocle', 'trait_type': 'Eye Accessory'}, {'value': 'Drooling', 'trait_type': 'Mouth'}, {'value': 'Baseball Cap', 'trait_type': 'Hat'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmWttJrifSxFtvSpuMBnAH36ALrhCCHBGygvh8HGCyBBzP,202.83666151785732,6706,426
Bobblehead #9036,"[{'value': 'Cat', 'trait_type': 'Race'}, {'value': 'Mountain Moonlight', 'trait_type': 'Background'}, {'value': 'Torch', 'trait_type': 'Left Item'}, {'value': 'Pineapple', 'trait_type': 'Right Item'}, {'value': 'Vest', 'trait_type': 'Top'}, {'value': 'Jeans', 'trait_type': 'Bottoms'}, {'value': 'Red', 'trait_type': 'Puck'}, {'value': 'Hooded', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Bubblegum', 'trait_type': 'Mouth'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Hat', 'value': 'None'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmZG5WaNrAqKFVZaswUASAPLkAmzc8FegpeVr2SL8NCTF3,202.6528465696596,9036,427
Bobblehead #3011,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Sky Blue', 'trait_type': 'Background'}, {'value': 'Welding Torch', 'trait_type': 'Left Item'}, {'value': 'Indestructable Phone', 'trait_type': 'Right Item'}, {'value': 'Football Jersey', 'trait_type': 'Top'}, {'value': 'Jeans', 'trait_type': 'Bottoms'}, {'value': 'Green', 'trait_type': 'Puck'}, {'value': 'Wink', 'trait_type': 'Eyes'}, {'value': 'Hipster Glasses', 'trait_type': 'Eye Accessory'}, {'value': 'Frown', 'trait_type': 'Mouth'}, {'value': 'Flower Garland', 'trait_type': 'Neck Accessory'}, {'value': 'Bed Hair', 'trait_type': 'Hair'}, {'value': 'Party Hat', 'trait_type': 'Hat'}, {'value': 'Silver Studs (Pair)', 'trait_type': 'Ear Accessory'}]",https://incepthink.mypinata.cloud/ipfs/QmV6fnJMhSPDKNRY2fiq9cMN3bsLAK3Q6mb8ip88pppQi6,202.58385003681178,3011,428
Bobblehead #7473,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Pastel Yellow', 'trait_type': 'Background'}, {'value': 'Baloon', 'trait_type': 'Left Item'}, {'value': 'Boxing Glove', 'trait_type': 'Right Item'}, {'value': 'Astronaut Suit', 'trait_type': 'Top'}, {'value': 'Astronaut Suit', 'trait_type': 'Bottoms'}, {'value': 'Royal Blue', 'trait_type': 'Puck'}, {'value': 'K.O', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Gold Tooth', 'trait_type': 'Mouth'}, {'value': 'Gold Medal', 'trait_type': 'Neck Accessory'}, {'value': 'Bed Hair', 'trait_type': 'Hair'}, {'value': 'Fez', 'trait_type': 'Hat'}, {'value': 'Silver Hoop', 'trait_type': 'Ear Accessory'}]",https://incepthink.mypinata.cloud/ipfs/Qmd3mBhpm8TzicvqBfNDN29imacZKcC9aKD9sUv21N72kj,202.15904814607495,7473,429
Bobblehead #2263,"[{'value': 'Cat', 'trait_type': 'Race'}, {'value': 'Psychedelic Realm', 'trait_type': 'Background'}, {'value': 'Pineapple', 'trait_type': 'Left Item'}, {'value': 'Hook', 'trait_type': 'Right Item'}, {'value': 'Santa Suit', 'trait_type': 'Top'}, {'value': 'Briefs', 'trait_type': 'Bottoms'}, {'value': 'Gray', 'trait_type': 'Puck'}, {'value': 'Hooded', 'trait_type': 'Eyes'}, {'value': 'Sunglasses', 'trait_type': 'Eye Accessory'}, {'value': 'Drooling', 'trait_type': 'Mouth'}, {'value': 'Bowtie', 'trait_type': 'Neck Accessory'}, {'value': 'Beanie', 'trait_type': 'Hat'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/Qmf6efc66sE7rDicf117HoUWbuVZcUTfcrqpsQhoecv5ee,202.15724223445005,2263,430
Bobblehead #8981,"[{'value': 'Shiba', 'trait_type': 'Race'}, {'value': 'Tomb', 'trait_type': 'Background'}, {'value': 'Torch', 'trait_type': 'Left Item'}, {'value': 'Camo Shirt', 'trait_type': 'Top'}, {'value': 'Dress Pants', 'trait_type': 'Bottoms'}, {'value': 'Indigo', 'trait_type': 'Puck'}, {'value': 'Wide Open', 'trait_type': 'Eyes'}, {'value': 'Hipster Glasses', 'trait_type': 'Eye Accessory'}, {'value': 'Tongue Out', 'trait_type': 'Mouth'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Hat', 'value': 'None'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Right Item', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmRtMgUEQMd98zfUPv3amUpZse5JaAVeESYPSugrke9WDc,202.0967513773512,8981,431
Bobblehead #1502,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Garden Park', 'trait_type': 'Background'}, {'value': 'Toy Gun', 'trait_type': 'Left Item'}, {'value': 'White Flag', 'trait_type': 'Right Item'}, {'value': 'Longsleeve Shirt', 'trait_type': 'Top'}, {'value': 'Briefs', 'trait_type': 'Bottoms'}, {'value': 'Royal Blue', 'trait_type': 'Puck'}, {'value': 'Wide Open', 'trait_type': 'Eyes'}, {'value': 'Eye Mask', 'trait_type': 'Eye Accessory'}, {'value': 'Smile', 'trait_type': 'Mouth'}, {'value': 'Bed Hair', 'trait_type': 'Hair'}, {'value': 'Turban', 'trait_type': 'Hat'}, {'value': 'Diamond Stud', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Neck Accessory', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmXYX2qiBnPpwoBSYw2Qwf9gUyfCQRESX4717n5bfkNwHB,202.010135430176,1502,432
Bobblehead #7233,"[{'value': 'Bear', 'trait_type': 'Race'}, {'value': 'Pastel Yellow', 'trait_type': 'Background'}, {'value': 'Glass of Scotch', 'trait_type': 'Left Item'}, {'value': 'Potted Plant', 'trait_type': 'Right Item'}, {'value': 'Camo Shirt', 'trait_type': 'Top'}, {'value': 'Briefs', 'trait_type': 'Bottoms'}, {'value': 'Red', 'trait_type': 'Puck'}, {'value': 'Bloodshot', 'trait_type': 'Eyes'}, {'value': 'Sunglasses', 'trait_type': 'Eye Accessory'}, {'value': 'Neutral', 'trait_type': 'Mouth'}, {'value': 'Turban', 'trait_type': 'Hat'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/Qmbrg8zLTuyKfjCtigRfB15y6DpBqufU33iZDPFECe4Ro1,201.87330947924283,7233,433
Bobblehead #5938,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Pastel Yellow', 'trait_type': 'Background'}, {'value': 'Glass of Scotch', 'trait_type': 'Left Item'}, {'value': 'White Flag', 'trait_type': 'Right Item'}, {'value': 'Longsleeve Shirt', 'trait_type': 'Top'}, {'value': 'Jeans', 'trait_type': 'Bottoms'}, {'value': 'Green', 'trait_type': 'Puck'}, {'value': 'Wide Open', 'trait_type': 'Eyes'}, {'value': '3D Glasses', 'trait_type': 'Eye Accessory'}, {'value': 'Drooling', 'trait_type': 'Mouth'}, {'value': 'Bowtie', 'trait_type': 'Neck Accessory'}, {'value': 'Bed Hair', 'trait_type': 'Hair'}, {'value': 'Bunny Ears', 'trait_type': 'Hat'}, {'value': 'Silver Hoops (Pair)', 'trait_type': 'Ear Accessory'}]",https://incepthink.mypinata.cloud/ipfs/QmTpzgi2sM1Myu2mXE12Q21rJx7zzpTM1mU4tSWMcPUJG3,201.70816486121095,5938,434
Bobblehead #3688,"[{'value': 'Bear', 'trait_type': 'Race'}, {'value': 'Swamp', 'trait_type': 'Background'}, {'value': 'Fishing Rod', 'trait_type': 'Left Item'}, {'value': 'Crystal Ball', 'trait_type': 'Right Item'}, {'value': 'Suit', 'trait_type': 'Top'}, {'value': 'Dress Pants', 'trait_type': 'Bottoms'}, {'value': 'Red', 'trait_type': 'Puck'}, {'value': 'Hooded', 'trait_type': 'Eyes'}, {'value': 'Hipster Glasses', 'trait_type': 'Eye Accessory'}, {'value': 'Toothy Smirk', 'trait_type': 'Mouth'}, {'value': 'Trapper Hat', 'trait_type': 'Hat'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmSsnTZAuJyn4tpPX8GEc8HZnCHhV2qfFAHHA6UFbGsCDh,201.60912533172856,3688,435
Bobblehead #878,"[{'value': 'Bull', 'trait_type': 'Race'}, {'value': 'Cold Pink', 'trait_type': 'Background'}, {'value': 'Toy Gun', 'trait_type': 'Left Item'}, {'value': 'Telescope', 'trait_type': 'Right Item'}, {'value': 'T-Shirt', 'trait_type': 'Top'}, {'value': 'Dress Pants', 'trait_type': 'Bottoms'}, {'value': 'Olympic Podium', 'trait_type': 'Puck'}, {'value': 'Closed', 'trait_type': 'Eyes'}, {'value': 'Eyepatch', 'trait_type': 'Eye Accessory'}, {'value': 'Drooling', 'trait_type': 'Mouth'}, {'value': 'Fur Wrap', 'trait_type': 'Neck Accessory'}, {'value': 'Diamond Stud', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Hat', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmdUxuYRNDfPdW49saBtguF4yeTGLeB6fMkGWaySg7qEzR,201.47027444729386,878,436
Bobblehead #313,"[{'value': 'Ape', 'trait_type': 'Race'}, {'value': 'Teal Blue', 'trait_type': 'Background'}, {'value': 'Indestructable Phone', 'trait_type': 'Left Item'}, {'value': 'Spock', 'trait_type': 'Right Item'}, {'value': 'Vest', 'trait_type': 'Top'}, {'value': 'Jeans', 'trait_type': 'Bottoms'}, {'value': 'Royal Blue', 'trait_type': 'Puck'}, {'value': 'Wide Open', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Wide Open', 'trait_type': 'Mouth'}, {'value': 'Gold Medal', 'trait_type': 'Neck Accessory'}, {'value': 'Wizard Hat', 'trait_type': 'Hat'}, {'value': 'Silver Hoop', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmTSPWYTaz3XKoRaGcWKj1gmcK97pAhF6Ho1boAH5Wyzgk,201.4547578309587,313,437
Bobblehead #7683,"[{'value': 'Bear', 'trait_type': 'Race'}, {'value': 'Teal Blue', 'trait_type': 'Background'}, {'value': 'Menorah', 'trait_type': 'Right Item'}, {'value': 'Football Jersey', 'trait_type': 'Top'}, {'value': 'Camo Pants', 'trait_type': 'Bottoms'}, {'value': 'Indigo', 'trait_type': 'Puck'}, {'value': 'Wide Open', 'trait_type': 'Eyes'}, {'value': 'Sunglasses', 'trait_type': 'Eye Accessory'}, {'value': 'Bubblegum', 'trait_type': 'Mouth'}, {'value': 'Baseball Cap', 'trait_type': 'Hat'}, {'trait_type': 'Left Item', 'value': 'None'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmPALA3kaUL7Bt4TW8azJpx4pyYycVNCC8taBK4z7zwQUA,201.1711426797602,7683,438
Bobblehead #2232,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Dark Green', 'trait_type': 'Background'}, {'value': 'Trident', 'trait_type': 'Left Item'}, {'value': 'Pineapple', 'trait_type': 'Right Item'}, {'value': 'Crop Top', 'trait_type': 'Top'}, {'value': 'Shorts', 'trait_type': 'Bottoms'}, {'value': 'Gray', 'trait_type': 'Puck'}, {'value': 'Dizzy', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Grin', 'trait_type': 'Mouth'}, {'value': 'Flower Garland', 'trait_type': 'Neck Accessory'}, {'value': 'Bed Hair', 'trait_type': 'Hair'}, {'value': 'Party Hat', 'trait_type': 'Hat'}, {'trait_type': 'Ear Accessory', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmTJJXDbRRs2HMtsiqCQei2mG8EbbKfvQRbp8NQxWzofhn,201.1669316080412,2232,439
Bobblehead #4405,"[{'value': 'Horse', 'trait_type': 'Race'}, {'value': 'Dark Green', 'trait_type': 'Background'}, {'value': 'Fishing Rod', 'trait_type': 'Left Item'}, {'value': 'Spock', 'trait_type': 'Right Item'}, {'value': 'Astronaut Suit', 'trait_type': 'Top'}, {'value': 'Astronaut Suit', 'trait_type': 'Bottoms'}, {'value': 'Green', 'trait_type': 'Puck'}, {'value': 'Bloodshot', 'trait_type': 'Eyes'}, {'value': 'Sunglasses', 'trait_type': 'Eye Accessory'}, {'value': 'Neutral', 'trait_type': 'Mouth'}, {'value': 'Fantom Chain', 'trait_type': 'Neck Accessory'}, {'value': 'Turban', 'trait_type': 'Hat'}, {'value': 'Diamond Stud', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmZwc2ggPHUNPwWSwjg1r2ZJDqcFMJa6n3YuYv3XNTGfsL,201.16525783167498,4405,440
Bobblehead #5006,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Pastel Yellow', 'trait_type': 'Background'}, {'value': 'Baloon', 'trait_type': 'Left Item'}, {'value': 'Indestructable Phone', 'trait_type': 'Right Item'}, {'value': 'Jacket', 'trait_type': 'Top'}, {'value': 'Jeans', 'trait_type': 'Bottoms'}, {'value': 'Powder Blue', 'trait_type': 'Puck'}, {'value': 'Closed', 'trait_type': 'Eyes'}, {'value': '3D Glasses', 'trait_type': 'Eye Accessory'}, {'value': 'Grin', 'trait_type': 'Mouth'}, {'value': 'Fantom Chain', 'trait_type': 'Neck Accessory'}, {'value': 'Bed Hair', 'trait_type': 'Hair'}, {'value': 'Crown', 'trait_type': 'Hat'}, {'trait_type': 'Ear Accessory', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmPcEACbfvWmzEM19coQ1yCjta8cGQgfz5J18MA9CCsnhf,201.12601881798486,5006,441
Bobblehead #9840,"[{'value': 'Bull', 'trait_type': 'Race'}, {'value': 'Dark Green', 'trait_type': 'Background'}, {'value': 'Crystal Ball', 'trait_type': 'Left Item'}, {'value': 'Torch', 'trait_type': 'Right Item'}, {'value': 'Camo Shirt', 'trait_type': 'Top'}, {'value': 'Shorts', 'trait_type': 'Bottoms'}, {'value': 'Tree Stump', 'trait_type': 'Puck'}, {'value': 'K.O', 'trait_type': 'Eyes'}, {'value': 'Monocle', 'trait_type': 'Eye Accessory'}, {'value': 'Neutral', 'trait_type': 'Mouth'}, {'value': 'Pirate Hat', 'trait_type': 'Hat'}, {'value': 'Silver Hoop', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmdbqsKt3yCXdHeFwyzgoa78c7zVM2bPYnF2iwUfYiPhmg,200.99852110862727,9840,442
Bobblehead #5163,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Lime Green', 'trait_type': 'Background'}, {'value': 'White Flag', 'trait_type': 'Left Item'}, {'value': 'Indestructable Phone', 'trait_type': 'Right Item'}, {'value': 'Hawaiian Shirt', 'trait_type': 'Top'}, {'value': 'Shorts', 'trait_type': 'Bottoms'}, {'value': 'Volcanic Isle', 'trait_type': 'Puck'}, {'value': 'Hooded', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Smile', 'trait_type': 'Mouth'}, {'value': 'Bed Hair', 'trait_type': 'Hair'}, {'value': 'Halo', 'trait_type': 'Hat'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Ear Accessory', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmQ853smxu2TLu7PVZju1eEw1Px4XBJDLf95FpmYJpmEaY,200.64647021861595,5163,443
Bobblehead #8946,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Teal Blue', 'trait_type': 'Background'}, {'value': 'Pocket Watch', 'trait_type': 'Right Item'}, {'value': 'Hawaiian Shirt', 'trait_type': 'Top'}, {'value': 'Jeans', 'trait_type': 'Bottoms'}, {'value': 'Black', 'trait_type': 'Puck'}, {'value': 'Bloodshot', 'trait_type': 'Eyes'}, {'value': 'Monocle', 'trait_type': 'Eye Accessory'}, {'value': 'Toothy Smirk', 'trait_type': 'Mouth'}, {'value': 'Locks', 'trait_type': 'Hair'}, {'value': 'Bandana', 'trait_type': 'Hat'}, {'value': 'Diamond Stud', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Left Item', 'value': 'None'}, {'trait_type': 'Neck Accessory', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmSoqSafNSFicx2jf5Hze6wzFkkoRcGoTpMQjxbuu8RCPH,200.5798752151108,8946,444
Bobblehead #8158,"[{'value': 'Cat', 'trait_type': 'Race'}, {'value': 'Lilac', 'trait_type': 'Background'}, {'value': 'Triple Spatula', 'trait_type': 'Left Item'}, {'value': 'Pineapple', 'trait_type': 'Right Item'}, {'value': 'T-Shirt', 'trait_type': 'Top'}, {'value': 'Briefs', 'trait_type': 'Bottoms'}, {'value': 'Orange', 'trait_type': 'Puck'}, {'value': 'Dizzy', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Neutral', 'trait_type': 'Mouth'}, {'value': 'Flower Garland', 'trait_type': 'Neck Accessory'}, {'trait_type': 'Hat', 'value': 'None'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmQ8L3Eu4jUu4N2ZuXXLdpyYgK62tFH55LVGaVxEA9KCoM,200.57770192597263,8158,445
